Borough,Block,Lot,BIN,Building,Agency,2010 Rating *,2010 Source EUI (kBtu/sq.ft.),2010 GHG Emissions Intensity (kgCO2e/ft²) †,2011 Rating * ,2011 Source EUI (kBtu/sq.ft.),2011 GHG Emissions Intensity (kgCO2e/ft²) †,2012 Rating *,2012 Source EUI (kBtu/sq.ft.),2012 GHG Emissions Intensity (kgCO2e/ft²) †,2013 Rating *,2013 Source EUI (kBtu/sq.ft.),2013 GHG Emissions Intensity (kgCO2e/ft²) †,EPAPMBenchmarkedAs,Campus Name
1,1949,29,1059240,Precinct,NYPD, N/A , 189.6 ,5,N/A,162.1,4.3,N/A, 196.4 , 5.8 ,,263.3,11,Individual building,
1,2066,9,1081826,Precinct,NYPD, N/A , 265.2 ,9,N/A,250.4,8.2,N/A, 220.7 , 7.2 ,,216.1,7.2,Individual building,
1,1940,48,1075467,Precinct,NYPD, N/A , 187.1 ,5,N/A,194.5,5.2,N/A, 225.6 , 7.4 ,,280.5,11,Individual building,
1,2112,10,1086200,Precinct,NYPD, N/A , 312.9 ,10.1,N/A,341.1,11.1,N/A, 323.3 , 10.3 ,,379.8,12.3,Individual building,
1,2180,108,1064415,Precinct,NYPD, N/A , 326.5 ,10,N/A,284.8,8.8,N/A, 274.7 , 8.6 ,,263.7,8.4,Individual building,
1,201,20,1066496,Precinct,NYPD, N/A , 103.2 ,3.6,N/A,107.4,3.7,N/A, 105.0 , 3.5 ,,114.6,3.9,Individual building,
1,620,33,1011192,Precinct,NYPD, N/A , 334.2 ,11.7,N/A,305.1,10.1,N/A, 279.9 , 9.3 ,,312,11,Individual building,
1,342,60,1004078,Precinct,NYPD, N/A , 196.7 ,5.1,N/A,193.8,5,N/A, 215.2 , 7.2 ,,317.8,14.1,Individual building,
1,447,47,1006254,Precinct,NYPD, N/A , 292.6 ,9,N/A,274.6,8.2,N/A, 284.7 , 8.6 ,,305.8,8.9,Individual building,
1,901,6,1019613,Precinct,NYPD, N/A , 200.8 ,8.1,N/A,214.5,9,N/A, 206.1 , 8.5 ,,224.3,9.5,Individual building,
2,3325,5,2017718,Precinct,NYPD, N/A , 312.0 ,8.3,N/A,312.8,8.3,N/A, 317.6 , 9.4 ,,443.7,19,Individual building,
2,2314,30,2000700,Precinct,NYPD, N/A , 445.8 ,14.3,N/A,479,16,N/A, 456.7 , 15.1 ,,464.3,15.6,Individual building,
2,2727,17,2005802,Precinct,NYPD, N/A , 427.0 ,13.2,N/A,421.7,13,N/A, 398.8 , 12.2 ,,425.8,12.9,Individual building,
2,2732,1,2090437,Precinct,NYPD, N/A , 228.1 ,6.9,N/A,230,6.9,N/A, 210.9 , 6.3 ,,219.5,6.8,Individual building,
2,2365,1,2001194,Precinct,NYPD, N/A , 142.4 ,3.9,N/A,132.5,3.7,N/A, 150.4 , 5.1 ,,203.6,9.1,Individual building,
2,2530,21,2003522,Precinct,NYPD, 91 , 100.5 ,2.7,92,95.6,2.6,72, 138.7 , 5.5 ,25,245.2,12.5,Individual building,
2,2489,77,2003017,Precinct,NYPD, N/A , 363.8 ,12.7,N/A,391,13.7,N/A, 315.8 , 10.7 ,,339.3,12,Individual building,
2,5531,40,2097742,Precinct,NYPD, N/A , 137.6 ,3.7,N/A,136,3.7,N/A, 151.4 , 4.9 ,,196.9,8.6,Individual building,
2,3149,90,2013535,Precinct,NYPD, N/A , 206.5 ,6.7,N/A,203.1,6.5,N/A, 184.0 , 5.7 ,,201.8,6.5,Individual building,
2,4876,1,2065163,Precinct,NYPD, N/A , 243.9 ,8,N/A,260.5,8.9,N/A, 205.6 , 6.6 ,,249.5,8.4,Individual building,
2,2907,10,2009509,Precinct,NYPD, N/A , 265.1 ,8.4,N/A,264.6,8.4,N/A, 251.8 , 7.9 ,,250.8,8.1,Individual building,
2,4205,1,2097543,Precinct,NYPD, N/A , 247.0 ,8,N/A,247.8,7.8,N/A, 208.5 , 6.4 ,,201,5.9,Individual building,
2,5760,134,2087576,Precinct,NYPD, N/A , 278.7 ,9.4,N/A,249.8,8.1,N/A, 233.4 , 7.6 ,,238.5,7.6,Individual building,
3,7279,290,3196591,Precinct,NYPD, N/A , 371.4 ,12.4,N/A,366.5,12.1,N/A, 370.8 , 12.9 ,,299,13.6,Individual building,
3,7371,52,3200556,Precinct,NYPD, N/A , 354.4 ,11.8,N/A,363.9,12.1,N/A, 375.9 , 12.1 ,,366.5,12,Individual building,
3,6406,45,3167815,Precinct,NYPD, N/A , 208.1 ,7.4,N/A,195.5,6.8,N/A, 163.9 , 5.2 ,,200.1,7.1,Individual building,
3,7599,67,3207376,Precinct,NYPD, N/A , 238.7 ,8,N/A,228,7.5,N/A, 220.7 , 7.0 ,,217.1,7,Individual building,
3,5111,24,3117400,Precinct,NYPD, N/A , 253.3 ,7.9,N/A,252.9,7.9,N/A, 269.4 , 8.5 ,,270.3,8.5,Individual building,
3,5817,55,3144156,Precinct,NYPD, N/A , 267.8 ,9.9,N/A,246.9,8.6,N/A, 222.0 , 7.5 ,,245.5,8.7,Individual building,
3,5423,21,3127902,Precinct,NYPD, N/A , 313.6 ,10,N/A,305.1,9.8,N/A, 304.4 , 9.6 ,,467.8,18.1,Individual building,
3,1310,1,3034563,Precinct,NYPD, N/A , 342.8 ,10.8,N/A,321.6,9.9,N/A, 288.3 , 8.6 ,,329.2,10.6,Individual building,
3,668,29,3009843,Precinct,NYPD, N/A , 179.6 ,6,N/A,178.3,6,N/A, 173.1 , 5.8 ,,184.4,6.3,Individual building,
3,3497,2,3080735,Precinct,NYPD, N/A , 282.5 ,9.7,N/A,340.7,12.4,N/A, 273.7 , 9.4 ,,280.9,9.8,Individual building,
3,4051,16,3089813,Precinct,NYPD, N/A , 330.7 ,10.5,N/A,347,11.1,N/A, 390.8 , 13.3 ,,360.4,12.2,Individual building,
3,337,27,3004301,Precinct,NYPD, N/A , 372.2 ,11.8,N/A,397.1,13.2,N/A, 342.7 , 12.2 ,,325.5,11.4,Individual building,
3,1355,1,3035883,Precinct,NYPD, N/A , 260.0 ,8.8,N/A,233,7.7,N/A, 247.0 , 8.2 ,,224.1,7.4,Individual building,
3,1162,1,3028914,Precinct,NYPD, 5 , 329.8 ,10.7,3,367,12.5,5, 324.8 , 10.5 ,6,323.9,10.8,Individual building,
3,1136,1,3027810,Precinct,NYPD, N/A , 274.0 ,10.6,N/A,248.5,9.3,N/A, 236.3 , 8.8 ,,272.2,10.5,Individual building,
3,1800,3,3050453,Precinct,NYPD, N/A , 262.6 ,9.3,N/A,263,8.8,N/A, 235.6 , 7.8 ,,259.7,9,Individual building,
3,1633,39,3044596,Precinct,NYPD, N/A , 187.2 ,5.9,N/A,184.3,5.8,N/A, 183.9 , 5.7 ,,194.4,6.1,Individual building,
3,3307,22,3326387,Precinct,NYPD, N/A , 255.6 ,8.3,N/A,311.2,10,N/A, 283.1 , 8.9 ,,265.8,8.5,Individual building,
3,134,6,3000252,Precinct,NYPD, N/A , 318.9 ,10.7,N/A,291.1,9.6,N/A, 301.9 , 9.8 ,,314.2,10.2,Individual building,
3,1933,121,3055379,Precinct,NYPD, N/A , 219.3 ,7.4,N/A,187.9,6,N/A, 193.2 , 6.3 ,,217.7,7.5,Individual building,
3,2465,100,3063633,Precinct,NYPD, N/A , 415.4 ,13.6,N/A,396.2,12.7,N/A, 357.6 , 11.0 ,,346.8,11.1,Individual building,
3,2619,3,3065579,Precinct,NYPD, N/A , 371.2 ,11.7,N/A,333.3,10.2,N/A, 360.6 , 11.4 ,,307.1,10.2,Individual building,
4,15557,4,4298231,Precinct,NYPD, N/A , 225.5 ,7.9,N/A,242.9,8.5,N/A, 234.8 , 8.4 ,,255,10,Individual building,
4,9327,21,4195880,Precinct,NYPD, N/A , 385.6 ,12.2,N/A,385.1,12.7,N/A, 370.4 , 11.5 ,,419.9,13.6,Individual building,
4,9799,27,4525758,Precinct,NYPD, N/A , 227.4 ,7.5,N/A,239.8,8.1,N/A, 215.7 , 6.9 ,,226.2,7.5,Individual building,
4,3632,1,4088186,Precinct,NYPD, N/A , 217.2 ,7,N/A,226.5,7.7,N/A, 212.3 , 6.8 ,,223.6,7.4,Individual building,
4,10737,1,4230132,Precinct,NYPD, N/A , 272.8 ,9.6,N/A,259.4,8.8,N/A, 246.3 , 8.3 ,,229.9,7.5,Individual building,
4,9505,61,4201325,Precinct,NYPD, N/A , 269.4 ,8.9,N/A,318.6,11.3,N/A, 281.3 , 9.4 ,,310.1,10.9,Individual building,
4,32,6,4000126,Precinct,NYPD, N/A , 368.6 ,13.4,N/A,346.7,12.1,N/A, 355.4 , 11.2 ,,527.8,25.4,Individual building,
4,5011,6,4113348,Precinct,NYPD, N/A , 173.0 ,5.2,N/A,216.4,7.4,N/A, 192.6 , 6.0 ,,197.4,6.5,Individual building,
4,1592,72,4445296,Precinct,NYPD, N/A , 285.5 ,9.4,N/A,281.3,9.2,N/A, 261.8 , 8.0 ,,285.5,9.2,Individual building,
4,7333,221,4157390,Precinct,NYPD, N/A , 303.3 ,10.3,N/A,271.5,9,N/A, 230.6 , 7.2 ,,218.2,7,Individual building,
4,3234,22,4077446,Precinct,NYPD, N/A , 425.0 ,13.7,N/A,432.3,14.1,N/A, 384.1 , 12.0 ,,420.6,14.1,Individual building,
4,12495,45,4270044,Precinct,NYPD, N/A , 477.7 ,16.7,N/A,484.6,17.1,N/A, 430.9 , 14.2 ,,468.2,16.4,Individual building,
4,632,30,4009361,Precinct,NYPD, N/A , 272.3 ,8.1,N/A,279.2,8.7,N/A, 221.5 , 6.9 ,,246.5,8,Individual building,
4,1422,34,4034862,Precinct,NYPD, N/A , 222.9 ,6.8,N/A,252.2,8.2,N/A, 218.4 , 7.0 ,,230.9,7.9,Individual building,
5,9,28,5106476,Precinct,NYPD, N/A , 547.4 ,19.8,N/A,566.8,22,N/A, 495.4 , 17.3 ,,474.3,16.7,Individual building,
5,3906,1,5107580,Precinct,NYPD, N/A , 246.5 ,8,N/A,268.5,9.1,N/A, 268.5 , 9.0 ,,280.6,9.5,Individual building,
5,1704,1,5999999,Precinct,NYPD, No data ,,, No data ,,, No data ,,,,279.2,7.6,Individual building,
4,98,11,4436642,Prop Clerk Warehouse,NYPD, 48 , 79.3 ,2.7,54,72.7,2.4,31, 99.4 , 4.1 ,6,177.1,9.8,Individual building,
2,5101,12,2071627,Property Clerk,NYPD, 62 , 218.3 ,6.6,67,202.9,5.8,61, 215.5 , 6.1 ,63,214.1,6.2,Individual building,
4,98,9,4436638,Property Clerk,NYPD, 96 , 95.1 ,3.9,97,88,3.3,99, 66.2 , 1.7 ,100,53.6,1.4,Individual building,
1,563,19,1009128,Property Clerk & Youth Aid,NYPD, 77 , 149.9 ,5.8,84,130.6,4.8,83, 133.3 , 4.9 ,82,138.7,5.1,Individual building,
4,4045,1,4097877,Queens Auto Crime,NYPD, 66 , 183.5 ,5.2,36,251,6.8,36, 250.2 , 6.8 ,42,237.2,6.6,Individual building,
4,13265,30,4518258,Queens South Task Force,NYPD, 3 , 384.4 ,12.4,4,372.5,12,3, 376.1 , 11.6 ,2,410.9,12.8,Individual building,
1,1819,203,1085920,Randall's Island Street Crime Unit,NYPD, 56 , 183.9 ,4.8,51,189,4.9,50, 189.5 , 5.2 ,27,250,9.3,Individual building,
1,2134,218,1087614,Shop 9,NYPD, N/A , 252.4 ,8.3,N/A,256.1,8.6,N/A, 177.0 , 6.0 ,,244.4,8.6,Individual building,
4,4950,48,4112019,Traffic Enforcement,NYPD, N/A , 283.6 ,7.9,N/A,219.8,6.1,N/A, 215.7 , 6.0 ,,233.6,6.5,Space within building,
3,4685,24,3327591,Traffic Office and Warehouse,NYPD, 83 , 121.6 ,3.8,65,156.1,5.2,46, 189.6 , 7.2 ,30,230.4,9.5,Individual building,
2,4015,1,2097533,Transit District 12,NYPD, N/A , 458.4 ,12.7,N/A,407,11.2,N/A, 423.3 , 11.6 ,,417.4,11.7,Individual building,
1,1831,26,1055236,115th Street Branch Library,NYPL, N/A , 186.4 ,6.5,N/A,194.1,6.4,N/A, 173.2 , 5.8 ,,179.2,6.2,Individual building,
1,1789,37,1054674,125th Street Branch Library,NYPL, N/A , 117.6 ,4.4,N/A,122.2,4.8,N/A, 108.3 , 4.2 ,,125.9,4.4,Individual building,
1,1441,38,1044749,67th Street Branch Library,NYPL, N/A , 172.7 ,5.6,N/A,158.9,5.1,N/A, 160.2 , 5.0 ,,182.5,5.8,Individual building,
1,1524,64,1048501,96th Street Branch Library,NYPL, N/A , 205.9 ,6.7,N/A,202.5,6.6,N/A, 186.0 , 5.9 ,,118.3,3.9,Individual building,
1,869,7501,1017603,Administration Building,NYPL, No data ,,, No data ,,, No data ,,,100,65.1,1.7,Space within building,
1,1637,141,1052167,Aguilar Branch Library,NYPL, N/A , 291.3 ,9.1,N/A,281.6,8.7,N/A, 257.3 , 7.8 ,,286,9,Individual building,
2,4513,16,2053752,Allerton Branch Library,NYPL, N/A , 210.0 ,7.4,N/A,218.1,7.8,N/A, 162.6 , 5.4 ,,111.2,3,Individual building,
1,821,7501,1076145,Andrew Heiskell Braille and Talking Book Library,NYPL, N/A , 198.9 ,6.1,N/A,185.2,5.7,N/A, 166.4 , 5.0 ,,185.7,5.8,Individual building,
1,16,7516,1087518,Battery Park City Branch,NYPL, N/A , 182.2 ,4.7,N/A,175.5,4.6,N/A, 189.2 , 4.9 ,,173.5,4.5,Individual building,
2,3073,20,2012129,Belmont Branch Library,NYPL, N/A , 204.5 ,6.7,N/A,204.6,6.3,N/A, 174.7 , 5.5 ,,202.2,6.4,Individual building,
1,1852,49,1055906,Bloomingdale Branch Library,NYPL, N/A , 109.9 ,2.9,N/A,102.7,2.7,N/A, 122.2 , 3.2 ,,119.5,3.1,Space within building,
2,3154,83,2116006,Bronx Library Center,NYPL, N/A , 668.2 ,17.9,N/A,653.5,17.6,N/A, 639.5 , 16.8 ,,618.1,16.5,Individual building,
1,1257,1,1034194,Central Library - Stephen A. Schwartzman Building,NYPL, N/A , 214.1 ,7.6,N/A,216.1,7.8,N/A, 234.9 , 7.8 ,,241.5,8.5,Individual building,
1,280,44,1003425,Chatham Square Branch Library,NYPL, N/A , 243.4 ,8.2,N/A,212.7,6.8,N/A, 179.6 , 5.7 ,,197,6.1,Individual building,
2,5644,7,2082611,City Island Branch Library,NYPL, N/A , 204.1 ,7.1,N/A,159.8,5.5,N/A, 142.2 , 4.6 ,,174.1,6,Individual building,
2,3777,62,2025381,Clason's Point Branch Library,NYPL, N/A , 217.1 ,6.8,N/A,185.3,6.1,N/A, 200.1 , 6.2 ,,192.6,6.2,Individual building,
1,1060,63,1026706,Columbus Branch Library,NYPL, N/A , 202.0 ,6.3,N/A,152.3,5,N/A, 140.6 , 4.3 ,,159.8,5.1,Individual building,
1,1920,26,1058275,Countee Cullen Branch Library,NYPL, N/A , 304.9 ,13.1,N/A,325.4,14.2,N/A, 269.0 , 11.4 ,,342.5,15,Individual building,
5,883,8,5022895,Dongan Hills Branch Library,NYPL, N/A , 304.2 ,11.2,N/A,259.7,9.2,N/A, 219.3 , 7.0 ,,198.6,6.1,Individual building,
1,1268,50,1034521,Donnel Library Center,NYPL, N/A , 157.7 ,9.5,N/A,120.5,7.3, No data ,,,,,,Space within building,
2,4762,22,2061767,Eastchester Branch Library,NYPL, N/A , 167.0 ,4.3,N/A,156.3,4.1,N/A, 161.9 , 4.2 ,,144.6,3.7,Individual building,
2,4956,1,2066596,Edenwald Branch Library,NYPL, N/A , 225.9 ,7.3,N/A,268.4,9.1,N/A, 209.3 , 6.3 ,,181.8,4.8,Individual building,
1,903,46,1019661,Epiphany Branch Library,NYPL, N/A , 174.2 ,5.5,N/A,167.9,5.5,N/A, 155.1 , 4.9 ,,161.7,5.3,Individual building,
1,2153,53,1063632,Fort Washington Branch Library,NYPL, N/A , 235.5 ,8.2,N/A,231.6,8,N/A, 205.2 , 7.1 ,,218.7,7.8,Individual building,
2,3211,5,2014579,Francis Martin Branch Library,NYPL, N/A , 167.6 ,5.7,N/A,146.5,5.2,N/A, 154.8 , 5.2 ,,165.1,5.7,Individual building,
1,1980,22,1059688,George Bruce Branch Library,NYPL, N/A , 160.8 ,5.6,N/A,181.1,6.4,N/A, 194.6 , 6.6 ,,196.2,6.7,Individual building,
2,2824,34,2007870,Grand Concourse Branch Library,NYPL, N/A , 191.3 ,6.2,N/A,193.7,6.5,N/A, 165.8 , 5.3 ,,159.4,5.1,Individual building,
5,5436,19,5070285,Great Kills Branch Library,NYPL, N/A , 273.9 ,9.8,N/A,242,8.6,N/A, 250.3 , 8.7 ,,269.2,9.6,Individual building,
1,335,1,1004070,Hamilton Fish Park Branch Library,NYPL, N/A , 313.0 ,9.7,N/A,316.5,11.1,N/A, 347.4 , 13.3 ,,353.4,14,Individual building,
1,2077,26,1061938,Hamilton Grange Branch Library,NYPL, N/A , 155.7 ,5.1,N/A,178.9,6.1,N/A, 182.8 , 5.9 ,,180,6,Individual building,
1,1722,30,1053460,Harlem Branch Library,NYPL, N/A , 217.6 ,6.9,N/A,269.8,8.7,N/A, 257.5 , 8.2 ,,227.6,7.4,Individual building,
2,2510,27,2003163,High Bridge Branch Library,NYPL, N/A , 242.7 ,8.6,N/A,209.6,7.2,N/A, 210.9 , 7.1 ,,224.8,7.8,Individual building,
1,582,18,1009760,Hudson Park Branch Library,NYPL, N/A , 134.1 ,4.1,N/A,122.8,3.9,N/A, 113.7 , 3.6 ,,133.8,4.2,Individual building,
5,6817,1,5083401,Huguenot Park Branch Library,NYPL, N/A , 166.0 ,5.3,N/A,166.4,5.2,N/A, 156.7 , 4.7 ,,166.8,5.2,Individual building,
2,2722,63,2005755,Hunt's Point Branch Library,NYPL, N/A , 212.3 ,7.3,N/A,198,7.3,N/A, 184.3 , 6.7 ,,192.7,7.4,Individual building,
1,2233,13,1064894,Inwood Branch Library,NYPL, N/A , 181.1 ,5.9,N/A,188.4,6.2,N/A, 166.2 , 5.1 ,,202.9,6.8,Individual building,
1,606,1,1082668,Jefferson Market Branch Library,NYPL, N/A , 210.8 ,6.9,N/A,198,6.6,N/A, 193.4 , 6.2 ,,204.6,6.9,Individual building,
2,3248,70,2015263,Jerome Park Branch Library,NYPL, N/A , 332.7 ,10.8,N/A,322.4,10.6,N/A, 359.9 , 11.3 ,,292.8,9.7,Individual building,
2,5713,123,2119474,Kingsbridge Library,NYPL, N/A , 33.6 ,0.9,N/A,265.5,9.5,N/A, 528.4 , 21.2 ,,299.5,10.2,Individual building,
1,886,51,1018325,Kips Bay Branch Library,NYPL, N/A , 237.4 ,7.4,N/A,221.9,7.1,N/A, 230.2 , 7.1 ,,266.8,8.5,Individual building,
4,275,7501,4003522,Library Services Center,NYPL, 21 , 347.1 ,10.8,25,322.9,9.9,18, 354.4 , 11.1 ,15,378,11.9,Individual building,
5,1266,64,5109138,Mariner's Harbor Library,NYPL, No data ,,, No data ,,, No data ,,,,88.3,2.3,Individual building,
2,2422,1,2001950,Melrose Branch Library,NYPL, N/A , 176.3 ,5.5,N/A,173,5.6,N/A, 170.1 , 5.2 ,,205.1,6.7,Individual building,
1,869,74,1017602,Mid-Manhattan Library,NYPL, N/A , 499.6 ,25.2,N/A,541,28,N/A, 550.9 , 28.7 ,,564.2,29.6,Individual building,
1,1885,7501,1057018,Morningside Heights Branch Library,NYPL, N/A , 79.3 ,2.1,N/A,74.1,1.9,N/A, 65.2 , 1.7 ,,79,2,Space within building,
2,4126,40,2045398,Morris Park Branch Library,NYPL, N/A , 79.5 ,2.3,N/A,69.1,2,N/A, 59.4 , 1.7 ,,63.8,2,Individual building,
2,2615,23,2004303,Morrisania Branch Library,NYPL, N/A , 150.3 ,5.1,N/A,155.4,5.5,N/A, 138.5 , 4.7 ,,175.7,6.2,Individual building,
2,3341,76,2018123,Mosholu Branch Library,NYPL, N/A , 198.2 ,6.5,N/A,176.7,5.7,N/A, 174.6 , 5.7 ,,178.6,5.9,Individual building,
2,2315,18,2000744,Mott Haven Branch Library,NYPL, N/A , 264.4 ,7.8,N/A,274.1,8.3,N/A, 274.1 , 8.1 ,,304.7,8.6,Individual building,
1,773,38,1014150,Muhlenberg Branch Library,NYPL, N/A , 227.4 ,7.2,N/A,235.1,7.5,N/A, 211.3 , 6.7 ,,234.1,7.6,Individual building,
1,510,7501,1007931,Mulberry Street Branch Library,NYPL, N/A , 215.9 ,5.6,N/A,200.4,5.2,N/A, 230.1 , 6.0 ,,228,5.9,Space within building,
5,3643,5,5052750,New Dorp Branch Library,NYPL, N/A , 250.6 ,8.5,N/A,210.4,6.5,N/A, 209.4 , 6.4 ,,238.8,7.6,Individual building,
2,3930,59,2028890,Parkchester Branch Library,NYPL, N/A , 280.0 ,8.7,N/A,234.4,7.3,N/A, 265.7 , 7.8 ,,271.4,8.3,Individual building,
2,5404,2,2074963,Pelham Bay Branch Library,NYPL, N/A , 308.6 ,10.1,N/A,234.3,7.8,N/A, 216.4 , 7.5 ,,191.7,6.6,Individual building,
5,1007,26,5023763,Port Richmond Branch Library,NYPL, N/A , 218.1 ,7.5,N/A,212.6,7.2,N/A, 196.3 , 6.3 ,,216.2,7.4,Individual building,
5,4470,1,5060744,Richmondtown Branch Library,NYPL, N/A , 223.6 ,6.7,N/A,241.8,7.4,N/A, 219.8 , 6.5 ,,227.8,7,Individual building,
2,5848,1729,2084790,Riverdale Branch Library,NYPL, N/A , 243.0 ,7.8,N/A,222.7,7.4,N/A, 238.2 , 8.2 ,,231.3,7.4,Individual building,
1,1137,7501,1077844,Riverside Branch Library,NYPL, N/A , 125.1 ,3.2,N/A,116.4,3,N/A, 124.4 , 3.2 ,,129.2,3.3,Space within building,
1,1920,29,1058276,Schomburg Black History Library (Old Building),NYPL, N/A , 282.1 ,7.3,N/A,281.1,7.3,N/A, 274.5 , 7.1 ,,290.5,7.5,Individual building,
1,1920,29,1058276,Schomburg Center/Research in Black Culture (New),NYPL, N/A , 43.6 ,1.1,N/A,38.4,1,N/A, 35.9 , 0.9 ,,36.1,0.9,Individual building,
1,864,7502,1087934,"Science, Industry and Business Library",NYPL, N/A , 627.6 ,18.5,N/A,664.5,19.6,N/A, 514.6 , 15.0 ,,410.3,12,Individual building,
2,2878,224,2100281,Sedgwick Branch Library,NYPL, N/A , 196.1 ,5.9,N/A,221,6.5,N/A, 184.8 , 5.3 ,,195.5,6,Individual building,
1,311,31,1004053,Seward Park Branch Library,NYPL, N/A , 231.7 ,7.6,N/A,219.9,7.1,N/A, 228.7 , 7.2 ,,247.6,7.9,Individual building,
2,3558,14,2021838,Soundview Branch Library,NYPL, N/A , 292.9 ,9.6,N/A,230.3,7.4,N/A, 276.1 , 9.1 ,,305,10.9,Individual building,
5,3121,1,5029317,South Beach Library,NYPL, No data ,,, No data ,,, No data ,,,,73.8,1.9,Individual building,
2,5915,70,2085867,Spuyten Duyvil Branch Library,NYPL, N/A , 275.0 ,9.7,N/A,264.9,9.4,N/A, 248.0 , 8.9 ,,259.3,9.4,Individual building,
1,1229,31,1032683,St. Agnes Branch Library,NYPL, N/A , 198.1 ,6.4,N/A,190.4,6.3,N/A, 170.4 , 5.5 ,,181.1,6,Individual building,
5,5,74,5000030,St. George Library Center,NYPL, N/A , 206.1 ,6.6,N/A,191.8,5.9,N/A, 210.5 , 6.3 ,,202.8,6.2,Individual building,
1,1134,25,1028832,The Library for the Performing Arts,NYPL, N/A , 348.5 ,9,N/A,335.6,8.7,N/A, 329.1 , 8.5 ,,322.1,8.3,Individual building,
2,5439,1,2077131,Throgg's Neck Branch Library,NYPL, N/A , 315.2 ,9.7,N/A,357.9,11.9,N/A, 326.5 , 10.8 ,,353.1,11.9,Individual building,
5,2099,5,5035398,Todt Hill-Westerleigh Branch Library,NYPL, N/A , 226.7 ,7.3,N/A,192.8,5.8,N/A, 283.7 , 10.0 ,,422.4,17.1,Individual building,
1,404,39,1005147,Tompkins Square Branch Library,NYPL, N/A , 156.7 ,4.8,N/A,150.7,4.7,N/A, 156.9 , 4.8 ,,166.4,5.3,Individual building,
5,7899,9,5088113,Tottenville Branch Library,NYPL, N/A , 287.6 ,10,N/A,252.6,7.8,N/A, 273.4 , 8.8 ,,274.7,9.2,Individual building,
2,2918,1,2009573,Tremont Branch Library,NYPL, N/A , 284.2 ,10.1,N/A,267.4,9.7,N/A, 262.9 , 9.3 ,,292,10.3,Individual building,
2,4321,70,2049427,Van Nest Branch Library,NYPL, N/A , 225.2 ,7.3,N/A,224.2,6.9,N/A, 256.1 , 7.9 ,,253.5,7.7,Individual building,
2,4832,20,2063175,Wakefield Branch Library,NYPL, N/A , 161.0 ,5.5,N/A,129.3,4.6,N/A, 107.8 , 3.9 ,,155,6,Individual building,
1,2109,55,1062551,Washington Heights Branch Library,NYPL, N/A , 129.5 ,5,N/A,112.9,4.6,N/A, 82.3 , 3.2 ,,109.3,3.6,Individual building,
1,1472,28,1045991,Webster Branch Library,NYPL, N/A , 211.4 ,7.1,N/A,235.9,8.2,N/A, 209.3 , 6.8 ,,218,7.3,Individual building,
2,3123,61,2013151,West Farms Branch Library,NYPL, N/A , 229.8 ,7.3,N/A,208.6,6.7,N/A, 191.9 , 6.1 ,,188.6,6.1,Individual building,
5,178,115,5004936,West New Brighton Branch Library,NYPL, N/A , 332.4 ,11.2,N/A,298.8,9.5,N/A, 589.6 , 24.1 ,,1867.4,88.6,Individual building,
2,3986,34,2041911,Westchester Square Branch Library,NYPL, N/A , 190.6 ,6.5,N/A,179.5,6.1,N/A, 182.8 , 6.2 ,,209.9,7.2,Space within building,
2,2657,30,2004700,Woodstock Branch Library,NYPL, N/A , 167.3 ,5,N/A,144.3,4.3,N/A, 159.3 , 5.0 ,,164.1,5.9,Individual building,
1,1433,37,1044180,Yorkville Branch Library,NYPL, N/A , 142.3 ,4.6,N/A,132.4,4.4,N/A, 131.0 , 4.1 ,,140.4,4.7,Individual building,
3,4812,1,3831514,Chief Medical Examiner,OCME, 12 , 337.1 ,8.7,12,331.5,8.6,10, 336.2 , 8.7 ,15,316,8.2,Individual building,
4,6858,1,4442431,Chief Medical Examiner,OCME, 23 , 283.3 ,7.3,13,323.9,8.4,11, 332.9 , 8.6 ,11,338.4,8.8,Individual building,
1,962,1,1022053,Chief Medical Examiners Building,OCME, N/A , 571.6 ,23.2,N/A,561.5,23.3,N/A, 538.9 , 21.5 ,,610,26.4,Individual building,
1,962,100,1087242,OCME DNA Lab,OCME, N/A , 107.1 ,4.2,N/A,103.3,3.8,N/A, 105.1 , 3.8 ,,112.7,4.2,Individual building,
1,127,18,1001415,OMB Office,OMB, 88 , 147.0 ,3.8,89,141.5,3.7,90, 136.3 , 3.5 ,91,136.2,3.5,Space within building,
4,15890,18,4301922,Arverne Community Library,QPL, N/A , 247.6 ,7.3,N/A,250.1,7.5,N/A, 215.4 , 6.1 ,,152.3,4.1,Individual building,
4,540,30,4006113,Astoria Community Library,QPL, N/A , 274.2 ,8.2,N/A,257,7.7,N/A, 300.3 , 8.9 ,,246.3,7.4,Individual building,
4,5769,10,4129461,Auburndale Community Library,QPL, N/A , 282.5 ,8.8,N/A,324.5,10,N/A, 337.7 , 10.0 ,,336.3,10.2,Individual building,
4,12204,99,4264849,Baisley Park Community Library,QPL, N/A , 290.5 ,9.2,N/A,297.3,9.6,N/A, 282.8 , 8.8 ,,272,8.6,Individual building,
4,5865,82,4131148,Bay Terrace Community Library,QPL, N/A , 207.7 ,5.4,N/A,205.6,5.3,N/A, 176.4 , 4.6 ,,192.4,5,Individual building,
4,7333,215,4157389,Bayside Community Library,QPL, N/A , 300.5 ,8.7,N/A,279.6,8,N/A, 276.0 , 7.8 ,,216.9,6.2,Individual building,
4,8604,85,4175514,Bellerose Community Library,QPL, N/A , 346.6 ,10.2,N/A,351.7,10.7,N/A, 329.7 , 10.1 ,,273.8,8.7,Individual building,
