OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,PrimaryPropertyType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),SteamUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ComplianceStatus,ComplianceIssue
49732,2018,SEATTLE CHILDREN'S HOSPITAL BUILDING HOPE,NonResidential,1025049265,4500 40TH AVE NE,SEATTLE,WA,98105,47.66201,-122.28386,NORTHEAST,4,2013,8,1,330000,330000,0,Hospital (General Medical & Surgical),78,200.10,199.20,64596256,64329740,383.40,383.80,Hospital (General Medical & Surgical),322897,NA,,NA,,9440163,32209836,321199,32119903,0,1791.9,5.4,Compliant,No Issue
49733,2018,THE POST AT PIER 52 APTS,Multifamily HR (10+),7666202540,888 WESTERN AVE,SEATTLE,WA,98104,47.60336,-122.33615,DOWNTOWN,1,2013,16,1,194228,120836,73392,Multifamily Housing,43,58.40,58.30,8597676,8579367,146.60,146.50,Multifamily Housing,147133,Parking,91476,NA,,2100097,7165531,14138,1413835,0,94.2,0.8,Compliant,No Issue
49734,2018,COLLAGE APARTMENTS,Multifamily LR (1-4),2261500150,3606 WOODLAND PARK AVE N,SEATTLE,WA,98103,47.65082,-122.34348,LAKE UNION,1,2012,4,1,31962,31962,0,Multifamily Housing,78,33.80,33.40,1049672,1037191,94.70,93.50,Multifamily Housing,29700,Financial Office,1350,NA,,303983,1037191,0,0,0,2.8,0.1,Compliant,No Issue
49735,2018,AURORA HOUSE,Multifamily LR (1-4),2291400310,10507 AURORA AVE N,SEATTLE,WA,98133,47.70539,-122.34508,NORTHWEST,1,2012,4,1,54771,50466,4305,Multifamily Housing,48,73.10,73.10,3845622,3845622,115.50,115.50,Multifamily Housing,52596,NA,,NA,,341268,1164408,26812,2681214,0,145.5,2.9,Compliant,No Issue
49736,2018,COTTAGE GROVE COMMONS,Multifamily LR (1-4),1773101570,5444 DELRIDGE WAY SW,SEATTLE,WA,98106,47.55238,-122.36266,DELRIDGE NEIGHBORHOODS,1,2013,4,1,27950,22620,5330,Multifamily Housing,34,89.40,86.80,2499155,2425050,161.70,158.90,Multifamily Housing,25753,Supermarket/Grocery Store,2197,NA,,317428,1083065,13420,1341985,0,74.2,3.3,Compliant,No Issue
49737,2018,MARQUEEN HOTEL,NonResidential,701100-0000,600 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62503,-122.35642,MAGNOLIA / QUEEN ANNE,7,1918,3,1,43832,30794,13038,Retail Store,70,84.30,83.90,3553032,3536746,135.80,136.60,Retail Store,24588,Hotel,17558,Parking,1686,342399,1168266,23685,2368481,0,128.9,4.2,Compliant,No Issue
49738,2018,JEFFERSON SQUARE (RETAIL PORTION),NonResidential,7579200260,4100 SW EDMUNDS ST,SEATTLE,WA,98116,47.5596,-122.38459,SOUTHWEST,1,1987,6,1,229383,131553,97830,Mixed Use Property,,82.00,81.30,12039792,11941943,160.80,160.60,Office,70928,Supermarket/Grocery Store,39556,Retail Store,36335,1848073,6305625,56363,5636317,0,316.2,2.4,Compliant,No Issue
49739,2018,WILLIAMS APTS,Multifamily MR (5-9),2467400441,219 PONTIUS AVE N,SEATTLE,WA,98109,47.62023,-122.33227,LAKE UNION,7,2013,6,1,41502,41502,0,Multifamily Housing,,51.20,49.60,2213187,2142048,92.20,90.40,Multifamily Housing,43186,NA,,NA,,277390,946455,11956,1195593,0,66,1.6,Compliant,No Issue
49767,2018,PINE AND MINOR APTS,Multifamily MR (5-9),0660001905,1519 MINOR AVE,SEATTLE,WA,98101,47.61449,-122.3287,EAST,7,2013,7,1,88974,85772,3202,Multifamily Housing,,33.20,32.90,2978117,2956102,72.10,71.50,Multifamily Housing,89799,Parking,12346,NA,,554898,1893312,10628,1062790,0,61.5,0.7,Compliant,No Issue
49771,2018,INTERURBAN SENIOR LIVING,Multifamily MR (5-9),3603900000,14002 LINDEN AVE N,SEATTLE,WA,98133,47.73074,-122.34723,NORTHWEST,1,2012,7,1,157070,120000,37070,Multifamily Housing,100,33.70,33.40,4038570,4010412,73.10,72.90,Multifamily Housing,120000,Parking,37070,NA,,759510,2591446,14190,1418965,0,82.3,0.7,Compliant,No Issue
49772,2018,708 UPTOWN,Multifamily LR (1-4),2249000235,708 6TH AVE N,SEATTLE,WA,98109,47.62574,-122.34462,MAGNOLIA / QUEEN ANNE,7,2013,4,1,108872,98262,10610,Multifamily Housing,86,30.20,29.60,2605528,2554486,84.60,82.90,Multifamily Housing,86258,Parking,19614,NA,,748677,2554487,0,0,0,6.8,0.1,Compliant,No Issue
49775,2018,SVF ADMIRAL SAFEWAY 2932,NonResidential,2301550010,2622 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.57984,-122.38577,SOUTHWEST,1,2011,1,1,59800,59800,0,Supermarket/Grocery Store,70,237.10,233.10,14178312,13936619,503.40,499.20,Supermarket/Grocery Store,59800,NA,,NA,,2548600,8695823,52408,5240796,0,301.6,5,Compliant,No Issue
49776,2018,MARKET PLACE TOWER,NonResidential,1977200471,2025 1ST AVE,SEATTLE,WA,98121,47.61156,-122.34401,DOWNTOWN,1,1988,13,1,386321,236995,149326,Office,,57.90,56.50,14285395,13948150,152.80,149.60,Office,208599,Parking,149326,Multifamily Housing,38225,3729736,12725859,12223,1222291,0,98.9,0.4,Compliant,No Issue
49777,2018,H2O APARTMENTS,Multifamily MR (5-9),1989200630,201 W HARRISON ST,SEATTLE,WA,98119,47.62194,-122.35972,MAGNOLIA / QUEEN ANNE,7,2013,6,1,21762,21762,0,Multifamily Housing,98,36.80,35.90,1110538,1083844,80.30,78.20,Multifamily Housing,30216,Parking,5809,NA,,205001,699463,3844,384381,0,22.3,1,Compliant,No Issue
49778,2018,SEATTLE CHILDRENS BUILDING- EDUCATION FACILITY,NonResidential,1025049006,5801 SAND POINT WAY NE,SEATTLE,WA,98105,47.6709,-122.27054,NORTHEAST,1,2008,2,1,70292,70292,0,NA,,,,,,,,NA,,NA,,NA,,0,0,0,0,0,0,0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle
49779,2018,JACKSON ST SENIOR HOUSING,Multifamily MR (5-9),3319501010,2010 S JACKSON ST,SEATTLE,WA,98144,47.59946,-122.30561,CENTRAL,3,2013,6,1,38407,38407,0,Multifamily Housing,,31.90,31.30,1395713,1370341,89.20,87.60,Multifamily Housing,43793,NA,,NA,,401624,1370341,0,0,0,3.7,0.1,Compliant,No Issue
49780,2018,DATA CENTER,NonResidential,0659000905,2020 5TH AVE,SEATTLE,WA,98121,47.61449,-122.33956,DOWNTOWN,7,1975,7,1,90679,55559,35120,Data Center,,1059.00,1059.00,63542104,63542104,2965.30,2965.30,Data Center,60000,Parking,30700,NA,,18623130,63542120,0,0,0,169.6,3.1,Compliant,No Issue
49781,2018,NYER URNESS HOUSE APTS,Multifamily MR (5-9),2767700740,1753 NW 56TH ST,SEATTLE,WA,98107,47.66925,-122.38115,BALLARD,6,2013,7,1,51287,51287,0,Multifamily Housing,,57.50,56.50,2892288,2840513,115.30,114.20,Multifamily Housing,42215,Office,5794,Medical Office,1467,462410,1577742,12628,1262771,0,71.3,1.4,Compliant,No Issue
49784,2018,BULLITT CENTER,NonResidential,7234600195,1501 E MADISON ST,SEATTLE,WA,98122,47.61432,-122.31257,CENTRAL,3,2013,6,1,52000,52000,0,Office,100,18.20,18.10,877589,873155,19.40,19.20,Office,48159,NA,,NA,,255907,873155,0,0,0,2.3,0,Compliant,No Issue
49785,2018,KAVELA APARTMENTS,Multifamily MR (5-9),9528103115,845 NE 66TH ST,SEATTLE,WA,98115,47.6763,-122.31756,NORTHEAST,4,2013,6,1,84577,84577,0,Multifamily Housing,92,49.10,48.50,1910471,1886146,104.00,103.30,Multifamily Housing,38919,Parking,19700,NA,,341682,1165819,7203,720327,0,41.4,0.5,Compliant,No Issue
49786,2018,206 BELL APARTMENTS,Multifamily MR (5-9),0656000220,206 BELL ST,SEATTLE,WA,98121,47.61441,-122.3457,DOWNTOWN,7,2013,8,1,53708,53708,0,Multifamily Housing,37,66.10,65.50,6204936,6148248,136.60,135.60,Multifamily Housing,89000,Parking,25100,Restaurant,4850,1050153,3583122,25651,2565127,0,145.8,2.7,Compliant,No Issue
49787,2018,REV FREMONT,Multifamily LR (1-4),7442000360,317 NW 41ST ST,SEATTLE,WA,98107,47.65671,-122.36174,SHARED: BALLARD &amp; LAKE UNION,1,2013,4,1,56184,56184,0,Multifamily Housing,100,28.60,28.20,1044838,1030459,63.70,62.90,Multifamily Housing,36565,Parking,19538,NA,,203689,694986,3355,335473,0,19.7,0.4,Account Requires Verification,Low Outlier - ENERGY STAR Score
49788,2018,THE ALDER FLATS APARTMENTS,Multifamily MR (5-9),2197600490,220 10TH AVE,SEATTLE,WA,98122,47.6042,-122.31918,EAST,3,2013,6,1,31981,31981,0,Multifamily Housing,66,50.10,82.80,1445237,2389330,107.80,199.40,Multifamily Housing,28841,NA,,NA,,543088,1853016,5363,536314,0,33.4,1,Compliant,No Issue
49789,2018,THE MARTIN APARTMENTS,Multifamily HR (10+),0696000055,2105 5TH AVE,SEATTLE,WA,98121,47.61447,-122.34101,DOWNTOWN,7,2013,24,1,295754,295754,0,Multifamily Housing,73,38.80,38.40,9539799,9438517,82.70,82.20,Multifamily Housing,241268,Parking,50236,Restaurant,4532,1725192,5886355,35522,3552163,0,204.4,0.7,Compliant,No Issue
49790,2018,THE LOCAL 418 APTS,Multifamily MR (5-9),6848200195,418 BELLEVUE AVE E,SEATTLE,WA,98102,47.62265,-122.32616,EAST,3,2013,6,1,24457,24457,0,Multifamily Housing,100,31.30,31.20,961763,958007,69.70,69.50,Multifamily Housing,30682,Parking,6936,NA,,188823,644263,3137,313744,0,18.4,0.8,Compliant,No Issue
49791,2018,VOX APARTMENTS,Multifamily MR (5-9),1728800066,1527 15TH AVE,SEATTLE,WA,98122,47.61506,-122.31315,EAST,1,2013,6,1,51424,25504,25920,Multifamily Housing,96,34.60,34.60,1781487,1781487,81.80,81.80,Multifamily Housing,49088,Parking,25920,Restaurant,2336,391498,1335790,4457,445697,0,27.2,1.1,Account Requires Verification,Possible Energy Data Error
49792,2018,LEILANI ON GREENWOOD APTS (NORTH/SOUTH/WEST COMBINED),Multifamily MR (5-9),3626039001,10215 GREENWOOD AVE N,SEATTLE,WA,98133,47.70305,-122.35629,NORTHWEST,1,2013,5,3,259493,198202,61291,Multifamily Housing,100,30.10,29.90,5964142,5934600,60.90,60.70,Multifamily Housing,198202,Parking,61291,Swimming Pool,0,971249,3313902,26207,2620698,0,148,0.7,Compliant,No Issue
49793,2018,INTERBAY WORK LOFTS,NonResidential,7666201610,1631 15TH AVE W,SEATTLE,WA,98119,47.63449,-122.37661,MAGNOLIA / QUEEN ANNE,1,2013,3,1,105061,76844,28217,Office,99,17.90,18.00,1495532,1499679,50.10,50.30,Office,83533,Parking,28217,NA,,439531,1499679,0,0,0,4,0.1,Account Requires Verification,Low Outlier - EUI
49796,2018,YOUNGSTOWN FLATS APTS,Multifamily MR (5-9),2444600025,4040 26TH AVE SW,SEATTLE,WA,98106,47.56709,-122.36488,DELRIDGE NEIGHBORHOODS,1,2013,6,1,227672,227672,0,Multifamily Housing,95,25.80,25.40,5155359,5085594,71.40,70.50,Multifamily Housing,199957,Parking,47660,NA,,1465444,5000095,855,85499,0,17.9,0.1,Compliant,No Issue
49797,2018,GOODWILL JOB TRAINING & EDUCATION CTR,NonResidential,7134300080,700 DEARBORN PL S,SEATTLE,WA,98144,47.59666,-122.31253,DOWNTOWN,3,2013,3,1,62662,47673,14989,Office,55,63.80,62.80,3000206,2952607,176.60,173.80,Office,47000,NA,,NA,,848867,2896333,563,56274,0,10.7,0.2,Compliant,No Issue
49798,2018,WALLY APARTMENTS,Multifamily LR (1-4),0072000090,4111 STONE WAY N,SEATTLE,WA,98103,47.65701,-122.34269,LAKE UNION,1,2013,4,1,28200,23660,4540,NA,,,,,,,,NA,,NA,,NA,,0,0,0,0,0,0,0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle
49799,2018,UW - ETHNIC CULTURAL CENTER,NonResidential,1142002345,3931 BROOKLYN AVE NE,SEATTLE,WA,98105,47.65448,-122.31446,NORTHEAST,4,2013,3,1,29935,29935,0,College/University,,126.50,123.70,1138192,1113279,354.10,346.40,College/University,9000,NA,,NA,,326283,1113279,0,0,0,3,0.1,Compliant,No Issue
49800,2018,BELAY APARTMENTS BALLARD,Multifamily LR (1-4),7518500220,6559 15TH AVE NW,SEATTLE,WA,98117,47.67758,-122.37702,BALLARD,6,2013,4,1,83999,83999,0,Multifamily Housing,94,29.90,29.70,2507480,2496136,60.60,60.40,Multifamily Housing,83999,NA,,NA,,410876,1401910,10942,1094226,0,61.9,0.7,Compliant,No Issue
49801,2018,NOBA APARTMENTS,Multifamily LR (1-4),0458000030,8022 15TH AVE NW,SEATTLE,WA,98117,47.68757,-122.37651,BALLARD,1,2013,4,1,45159,45159,0,Multifamily Housing,99,25.00,24.80,1100688,1092546,70.00,69.50,Multifamily Housing,43998,Parking,11400,NA,,320207,1092546,0,0,0,2.9,0.1,Compliant,No Issue
49802,2018,HOTEL BALLARD,NonResidential,2767702985,5216 BALLARD AVE NW,SEATTLE,WA,98107,47.66629,-122.3826,BALLARD,6,2013,4,1,62381,29476,32905,Hotel,65,71.40,71.40,4300628,4300628,199.90,199.90,Hotel,60245,Parking,26067,Swimming Pool,0,1260442,4300628,0,0,0,11.5,0.4,Compliant,No Issue
49821,2018,107 ON GREENWOOD APTS,Multifamily LR (1-4),8911000330,10570 GREENWOOD AVE N,SEATTLE,WA,98133,47.70656,-122.35521,NORTHWEST,5,2013,4,1,49970,49970,0,Multifamily Housing,73,32.50,32.40,1215485,1212816,91.00,90.80,Multifamily Housing,37419,NA,,NA,,355456,1212816,0,0,0,3.2,0.1,Compliant,No Issue
49822,2018,JOSEPH ARNOLD LOFTS,Multifamily HR (10+),0653000395,62 CEDAR ST,SEATTLE,WA,98121,47.6147,-122.35238,DOWNTOWN,7,2013,13,1,161722,161722,0,Multifamily Housing,84,36.40,36.00,4856852,4813764,85.60,84.90,Multifamily Housing,133588,Parking,37072,NA,,1052674,3591724,12220,1222041,0,74.5,0.5,Compliant,No Issue
49824,2018,UW - HUSKY STADIUM,NonResidential,1625049001,3800 MONTLAKE BLVD NE,SEATTLE,WA,98105,47.65064,-122.30298,NORTHEAST,1,2013,7,1,847421,847421,0,College/University,,8.10,7.90,2554016,2491682,22.80,22.20,College/University,314025,Parking,93333,NA,,730270,2491682,0,0,0,6.7,0,Account Requires Verification,Low Outlier - EUI
49825,2018,4535 and 4550 AVA U DISTRICT APARTMENTS,Multifamily MR (5-9),6746701185,4550 11TH AVE NE,SEATTLE,WA,98105,47.66281,-122.31608,NORTHEAST,1,2013,7,2,411067,308754,102313,Multifamily Housing,100,27.10,26.60,7988930,7819995,61.80,60.50,Multifamily Housing,282694,Parking,102313,Retail Store,11832,1609691,5492266,23277,2327728,0,138.3,0.4,Compliant,No Issue
49826,2018,19TH & MERCER APARTMENTS,Multifamily LR (1-4),5191100210,526 19TH AVE E,SEATTLE,WA,98112,47.62422,-122.30691,SHARED: CENTRAL &amp; EAST,3,2013,4,1,61558,61558,0,Multifamily Housing,,24.40,23.80,1379335,1345324,59.70,58.70,Multifamily Housing,49430,Parking,13252,Restaurant,4086,320267,1092750,2526,252574,0,16.3,0.3,Compliant,No Issue
49827,2018,509 FIRST APARTMENTS,Multifamily LR (1-4),1990200395,509 1ST AVE W,SEATTLE,WA,98119,47.62365,-122.35832,MAGNOLIA / QUEEN ANNE,7,2013,4,1,29158,29158,0,Multifamily Housing,99,38.50,38.10,834329,826526,79.40,79.00,Multifamily Housing,21695,Parking,6666,NA,,141838,483950,3426,342576,0,19.5,0.7,Compliant,No Issue
49828,2018,EMERALD CITY COMMONS,Multifamily LR (1-4),3565400000,7700 RAINIER AVE S,SEATTLE,WA,98118,47.53347,-122.26948,SOUTHEAST,2,2013,4,1,87958,87958,0,Multifamily Housing,98,27.20,26.60,2563360,2506890,55.90,54.80,Multifamily Housing,94357,Parking,23645,NA,,424921,1449830,10571,1057060,0,60,0.7,Compliant,No Issue
49829,2018,AEGIS LIVING ON MADISON,NonResidential,2825049005,2200 E MADISON ST,SEATTLE,WA,98112,47.61885,-122.30341,SHARED: CENTRAL &amp; EAST,3,2013,6,1,79805,72805,7000,Senior Care Community,34,97.80,96.50,7806674,7700527,196.60,195.20,Senior Care Community,79805,Parking,7000,NA,,1255240,4282879,34176,3417648,0,192.9,2.7,Compliant,No Issue
49830,2018,1711 APARTMENTS,Multifamily LR (1-4),6003500699,1711 12TH AVE,SEATTLE,WA,98122,47.61677,-122.31721,EAST,3,2013,4,1,23397,23397,0,Multifamily Housing,89,35.90,35.10,839436,821599,78.10,76.40,Multifamily Housing,23397,NA,,NA,,154992,528831,2928,292768,0,17,0.7,Compliant,No Issue
49850,2018,LAKESIDE BUILDING- PAUL ALLEN ATHLETIC CENTER,NonResidential,2832100190,14050 1ST AVE NE,SEATTLE,WA,98125,47.73143,-122.32784,NORTHWEST,1,2014,2,1,63500,63500,0,K-12 School,75,29.60,28.90,1881628,1836974,65.80,65.10,K-12 School,63500,NA,,NA,,378430,1291202,5458,545772,0,32.4,0.5,Compliant,No Issue
49857,2018,AMLI SOUTH LAKE UNION,Multifamily MR (5-9),2925049041,1260 REPUBLICAN ST,SEATTLE,WA,98109,47.62336,-122.33085,LAKE UNION,7,2013,7,0,229742,229742,0,Multifamily Housing,98,31.00,30.60,5472640,5419016,66.60,66.30,Multifamily Housing,176814,Parking,53760,NA,,1009794,3445417,19736,1973599,0,114,0.5,Compliant,No Issue
49858,2018,NORTHWEST SCHOOL MULTIPURPOSE FACILITY,NonResidential,8725600410,401 E PIKE ST,SEATTLE,WA,98122,47.61386,-122.32647,EAST,3,2014,2,1,35780,35780,0,K-12 School,8,67.60,67.20,2568210,2552850,162.00,161.60,K-12 School,38000,NA,,NA,,579621,1977666,5752,575184,0,35.8,1,Compliant,No Issue
49862,2018,SCT TECHNICAL PAVILION - SEATTLE CENTER,Nonresidential COS,1985200130,201 THOMAS ST,SEATTLE,WA,98109,47.62082,-122.35251,MAGNOLIA / QUEEN ANNE,7,1962,1,1,29000,29000,0,Other,,84.70,82.40,2465917,2400137,185.90,183.50,Other,29112,NA,,NA,,472676,1612772,7874,787365,0,46.1,1.6,Compliant,No Issue
49865,2018,UNIVERSITY VILLAGE SOUTH BLDG,NonResidential,0925049346,2623 NE UNIVERSITY VILLAGE ST,SEATTLE,WA,98105,47.66246,-122.29898,NORTHEAST,4,2013,6,1,305025,65773,239252,Lifestyle Center,,74.60,74.20,25272932,25155888,139.10,138.70,Lifestyle Center,318986,Medical Office,19909,NA,,3449283,11768954,133869,13386934,0,742.4,11.3,Compliant,No Issue
49866,2018,999 HIAWATHA APARTMENTS,Multifamily LR (1-4),7132300350,945 HIAWATHA PL S,SEATTLE,WA,98144,47.59316,-122.30843,CENTRAL,3,2014,4,1,122941,122941,0,Multifamily Housing,97,32.60,32.10,1975435,1946073,91.40,90.00,Multifamily Housing,60545,Parking,48300,NA,,570361,1946073,0,0,0,5.2,0,Compliant,No Issue
49867,2018,HOME PLATE CENTER BLDG B,NonResidential,7666207075,1521 1ST AVE S,SEATTLE,WA,98134,47.58872,-122.33475,GREATER DUWAMISH,1,2014,7,1,333714,187027,146687,Office,,50.60,50.40,9676158,9651832,139.60,139.50,Office,191333,Parking,133432,NA,,2772919,9461200,1906,190632,0,35.4,0.2,Compliant,No Issue
49868,2018,RIVET APARTMENTS,Multifamily MR (5-9),2467400211,1201 MERCER ST,SEATTLE,WA,98109,47.62415,-122.33286,LAKE UNION,1,2014,7,1,145727,114187,31540,Multifamily Housing,100,27.80,27.60,3171182,3155418,59.00,58.90,Multifamily Housing,114187,Parking,31540,NA,,570646,1947046,12084,1208372,0,69.4,0.6,Compliant,No Issue
49869,2018,PATRICK PLACE APARTMENTS,Multifamily LR (1-4),5694001090,4251 AURORA AVE N,SEATTLE,WA,98103,47.65889,-122.34776,LAKE UNION,1,2014,4,1,34723,34723,0,Multifamily Housing,57,52.50,51.40,1822938,1786069,124.70,122.10,Multifamily Housing,34723,NA,,NA,,396106,1351515,4346,434554,0,26.7,0.8,Compliant,No Issue
49870,2018,STREAM BELMONT APTS,Multifamily MR (5-9),6848200825,500 BELMONT AVE E,SEATTLE,WA,98102,47.62328,-122.32377,EAST,3,2014,6,0,55113,42064,13049,Multifamily Housing,100,22.20,21.50,935372,904740,62.30,60.20,Multifamily Housing,42064,Parking,13049,NA,,265164,904740,0,0,0,2.4,0.1,Account Requires Verification,Low Outlier - ENERGY STAR Score
49871,2018,SLATE APARTMENTS,Multifamily MR (5-9),2770602720,3040 17TH AVE W,SEATTLE,WA,98119,47.64787,-122.37841,MAGNOLIA / QUEEN ANNE,7,2014,7,1,209583,145602,63981,Multifamily Housing,100,22.00,21.60,6022778,5931250,48.00,47.40,Multifamily Housing,274000,Parking,63981,NA,,1131623,3861098,20702,2070152,0,120.3,0.8,Account Requires Verification,Low Outlier - ENERGY STAR Score
49872,2018,MERCEDES BENZ OF SEATTLE SHOWROOM & GARAGE,NonResidential,7666203470,2025 AIRPORT WAY S,SEATTLE,WA,98134,47.5843,-122.32229,GREATER DUWAMISH,1,2014,2,0,56988,56988,0,Automobile Dealership,,10.10,10.10,575913,575913,17.20,17.20,Automobile Dealership,56988,Parking,0,NA,,62925,214699,3612,361214,0,19.8,0.3,Compliant,No Issue
49873,2018,VIKTORIA APARTMENTS,Multifamily HR (10+),1977200950,1915 2ND AVE,SEATTLE,WA,98101,47.61105,-122.34091,DOWNTOWN,7,2014,25,1,237186,194530,42656,Multifamily Housing,40,70.00,69.20,12672008,12521187,147.40,146.50,Multifamily Housing,180993,Parking,72704,NA,,2238966,7639352,48818,4881837,0,279.7,1.4,Compliant,No Issue
49874,2018,GATSBY APARTMENTS,Multifamily LR (1-4),6762700280,1145 10TH AVE E,SEATTLE,WA,98102,47.62993,-122.32054,EAST,3,2014,3,1,93179,93179,0,Multifamily Housing,98,30.80,30.30,1959904,1931937,66.20,65.50,Multifamily Housing,63663,Parking,29516,NA,,358535,1223322,7086,708615,0,40.9,0.4,Compliant,No Issue
49889,2018,GREEN LAKE VILLAGE APTS,Multifamily MR (5-9),9528101710,427 NE 72ND ST,SEATTLE,WA,98115,47.68055,-122.32337,NORTHWEST,6,2014,6,0,292376,292376,0,Multifamily Housing,100,47.10,46.80,15869485,15787192,111.00,110.80,Multifamily Housing,285542,Parking,139083,Supermarket/Grocery Store,26833,3479905,11873436,39138,3913757,0,239.6,0.8,Account Requires Verification,Low Outlier - ENERGY STAR Score
49892,2018,OREGON 42 APARTMENTS,Multifamily MR (5-9),0952006510,4502 42ND AVE SW,SEATTLE,WA,98116,47.56271,-122.38516,SOUTHWEST,1,2014,7,0,137068,137068,0,Multifamily Housing,99,45.40,44.50,3202634,3141119,94.10,92.10,Multifamily Housing,70584,Parking,32578,NA,,536578,1830803,13103,1310316,0,74.5,0.5,Compliant,No Issue
49893,2018,SUNSET ELECTRIC APARTMENTS,Multifamily MR (5-9),6003500305,1111 E PINE ST,SEATTLE,WA,98122,47.61499,-122.31795,EAST,3,2014,7,0,103100,99700,3400,Multifamily Housing,97,42.30,41.40,2820486,2762692,80.50,78.50,Multifamily Housing,61582,Parking,11390,Bar/Nightclub,5170,392074,1337756,14249,1424936,0,79.2,0.8,Compliant,No Issue
49894,2018,ARRAY APARTMENTS,Multifamily MR (5-9),7663700900,14027 LAKE CITY WAY NE,SEATTLE,WA,98125,47.73123,-122.29307,NORTH,1,2014,6,0,448303,312544,135759,Multifamily Housing,100,28.10,27.50,8630709,8443672,61.00,59.70,Multifamily Housing,297480,Parking,135759,Retail Store,9680,1584465,5406195,30375,3037477,0,175.8,0.6,Compliant,No Issue
49895,2018,SQUARE ONE APARTMENTS,Multifamily MR (5-9),1797500790,1020 NE 63RD ST,SEATTLE,WA,98115,47.67435,-122.31644,NORTHEAST,1,2014,6,0,109355,79554,29801,Multifamily Housing,100,30.40,29.90,2417873,2378556,60.50,59.80,Multifamily Housing,79554,Parking,29801,NA,,378222,1290492,10881,1088063,0,61.2,0.8,Compliant,No Issue
49896,2018,EMMONS ON 3RD,Multifamily MR (5-9),0694000055,2217 3RD AVE,SEATTLE,WA,98121,47.61408,-122.34428,DOWNTOWN,7,2014,7,0,47343,47343,0,Multifamily Housing,95,41.70,40.60,1972656,1924320,65.20,64.10,Multifamily Housing,47343,Parking,0,NA,,169878,579622,13447,1344698,0,73,1.5,Compliant,No Issue
49897,2018,ARTSPACE MT BAKER LOFTS,Multifamily MR (5-9),0003600056,2915 RAINIER AVE S,SEATTLE,WA,98144,47.57703,-122.29751,GREATER DUWAMISH,2,2014,5,0,78756,78756,0,Multifamily Housing,74,32.70,32.10,1822226,1788841,84.60,83.00,Multifamily Housing,55751,NA,,NA,,460416,1570939,2179,217902,0,15.8,0.2,Compliant,No Issue
49901,2018,URBANA APARTMENTS,Multifamily MR (5-9),2767700655,1501 NW 56TH ST,SEATTLE,WA,98107,47.66927,-122.37683,BALLARD,6,2014,8,0,439262,439262,0,Multifamily Housing,98,34.10,34.00,9948121,9913126,78.50,78.40,Multifamily Housing,275443,Parking,181729,Retail Store,16415,2087025,7120929,27922,2792195,0,167.3,0.4,Compliant,No Issue
49902,2018,VIVA APARTMENTS,Multifamily MR (5-9),3225049001,1111 E UNION ST,SEATTLE,WA,98122,47.61272,-122.31761,EAST,3,2014,6,0,123075,91159,31916,Multifamily Housing,99,34.40,34.10,2840279,2817184,71.00,70.70,Multifamily Housing,82627,Parking,32227,NA,,483335,1649140,11680,1168044,0,66.4,0.7,Compliant,No Issue
49909,2018,SOUTH SEATTLE COLLEGE - GEORGETOWN CAMPUS MASTER ID,Campus,0001800137,6770 EAST MARGINAL WAY S,SEATTLE,WA,98108,47.54258,-122.32683,GREATER DUWAMISH,2,2007,2,4,98141,98141,0,College/University,,68.50,66.90,6714820,6554616,160.10,158.00,College/University,97976,NA,,NA,,1439506,4911594,16430,1643021,0,100.4,1,Compliant,No Issue
49911,2018,EDUCARE,NonResidential,2895800030,625 SW 100TH ST,SEATTLE,WA,98146,,,NA,,2010,2,1,44162,44162,0,Pre-school/Daycare,,40.50,39.30,1789992,1735617,88.10,86.30,Pre-school/Daycare,44162,Parking,15761,NA,,332791,1135484,6001,600133,0,34.9,0.8,Compliant,No Issue
49918,2018,RAINIER BEACH COMMUNITY CENTER,Nonresidential COS,2123700240,8825 RAINIER AVE S,SEATTLE,WA,98118,47.52439,-122.2706,SOUTHEAST,1,2013,1,1,53775,53775,0,Other - Recreation,,234.70,229.60,12622693,12344188,369.50,365.10,Other - Recreation,53775,Fitness Center/Health Club/Gym,12689,Office,2110,1117545,3813064,85311,8531126,0,463.3,8.6,Compliant,No Issue
